sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0559
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0560
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0561
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0562
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0563
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0564
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0565
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0566
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0567
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,5,5,5,5,5,5,5,10,10,11,11,human3_lib4.final_cell_0568
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0569
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0570
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0571
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,10,11,12,12,human3_lib4.final_cell_0572
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0573
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,16,17,17,18,19,20,21,22,9,9,9,9,10,11,11,12,13,14,14,human3_lib4.final_cell_0574
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0575
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0576
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0577
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0578
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,9,9,9,9,10,11,11,11,11,11,12,12,13,14,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0579
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0580
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0581
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0582
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0583
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0584
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0585
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0586
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0587
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0588
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0589
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0590
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0591
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0592
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0593
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0594
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0595
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0596
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0597
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0598
10,10,10,10,10,11,12,12,13,13,13,13,13,13,13,14,15,16,17,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0599
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,18,19,20,21,22,23,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0600
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0601
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0602
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,10,11,12,12,human3_lib4.final_cell_0603
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0604
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0605
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0606
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0607
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0608
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0609
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0610
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0611
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0612
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,17,18,19,5,5,5,5,5,5,5,10,11,12,12,human3_lib4.final_cell_0613
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0614
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0615
10,10,10,10,10,11,12,12,13,13,13,13,13,13,13,14,15,16,17,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0616
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0617
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0618
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0619
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0620
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0621
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0622
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,5,5,5,5,5,5,5,10,10,11,11,human3_lib4.final_cell_0623
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0624
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0625
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0626
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0627
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0628
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0629
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0630
7,11,11,11,11,12,13,13,14,14,14,14,14,14,14,15,16,17,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0631
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0632
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0633
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0634
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0635
5,5,5,5,5,7,8,8,9,9,9,9,9,17,17,18,19,20,21,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0636
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0637
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,8,8,human3_lib4.final_cell_0638
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0639
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0640
6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0641
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0642
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0643
4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0644
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0645
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0646
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0647
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0648
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0649
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0650
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0651
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0652
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0653
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0654
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0655
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,8,8,8,8,8,9,10,10,10,10,10,11,11,12,12,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0656
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0657
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0658
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0659
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0660
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0661
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0662
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,7,8,8,8,8,8,8,8,9,9,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0663
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0664
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0665
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0666
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0667
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0668
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0669
5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0670
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0671
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0672
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0673
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0674
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0675
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0676
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0677
5,5,5,5,5,7,8,8,9,9,9,9,9,17,17,18,19,20,21,6,6,6,6,6,6,7,7,7,7,7,7,7,8,13,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0678
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,5,5,5,5,5,5,6,6,6,6,6,6,6,7,7,8,8,8,8,9,10,10,11,12,13,13,human3_lib4.final_cell_0679
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,7,7,7,7,7,8,9,9,9,9,9,9,9,10,10,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0680
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,14,14,9,10,10,10,10,11,12,12,14,14,14,15,15,16,17,5,5,5,5,5,5,5,10,10,11,11,human3_lib4.final_cell_0681
6,6,6,6,6,6,7,7,8,8,8,17,17,18,18,19,20,21,22,6,6,6,6,6,6,7,7,7,7,7,7,7,8,8,7,7,7,7,8,9,9,9,9,10,10,human3_lib4.final_cell_0682
4,4,4,12,12,13,14,14,15,15,15,15,15,15,15,16,17,18,19,10,11,11,11,11,12,13,13,13,13,13,14,14,15,16,10,11,12,13,14,15,15,16,17,18,19,human3_lib4.final_cell_0683
10,10,10,10,10,11,12,12,13,13,13,13,13,13,13,14,15,16,17,9,10,10,10,13,14,15,15,16,16,16,17,19,20,21,5,5,5,5,5,5,5,5,5,5,5,human3_lib4.final_cell_0684
1,1,1,1,1,1,1,1,1,1,1,1,21,22,23,24,25,26,27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,8,8,8,8,9,9,human3_lib4.final_cell_0685
5,5,5,5,5,7,8,8,9,9,9,9,9,9,9,10,11,11,11,9,10,10,10,13,14,15,15,16,16,17,18,18,19,20,5,5,5,5,5,6,6,6,6,6,6,human3_lib4.final_cell_0686
