sc3.sc3_41,sc3.sc3_40,sc3.sc3_39,sc3.sc3_38,sc3.sc3_37,sc3.sc3_36,sc3.sc3_35,sc3.sc3_34,sc3.sc3_33,sc3.sc3_32,sc3.sc3_31,sc3.sc3_30,sc3.sc3_29,sc3.sc3_28,sc3.sc3_27,sc3.sc3_26,sc3.sc3_25,sc3.sc3_24,sc3.sc3_23,sc3.sc3_22,sc3.sc3_21,sc3.sc3_20,sc3.sc3_19,sc3.sc3_18,sc3.sc3_17,sc3.sc3_16,sc3.sc3_15,sc3.sc3_14,sc3.sc3_13,sc3.sc3_12,sc3.sc3_11,sc3.sc3_10,sc3.sc3_9,sc3.sc3_8,sc3.sc3_7,sc3.sc3_6,sc3.sc3_5,sc3.sc3_4,sc3.sc3_3,sc3.sc3_2,sc3.sc3_1,sc3.sc3_0,Monocle.Monocle_25,Monocle.Monocle_24,Monocle.Monocle_23,Monocle.Monocle_22,Monocle.Monocle_21,Monocle.Monocle_20,Monocle.Monocle_19,Monocle.Monocle_18,Monocle.Monocle_17,Monocle.Monocle_16,Monocle.Monocle_15,Monocle.Monocle_14,Monocle.Monocle_13,Monocle.Monocle_12,Monocle.Monocle_11,Monocle.Monocle_10,Monocle.Monocle_9,Monocle.Monocle_8,Monocle.Monocle_7,Monocle.Monocle_6,Monocle.Monocle_5,Monocle.Monocle_4,Monocle.Monocle_3,Monocle.Monocle_2,Monocle.Monocle_1,Monocle.Monocle_0,Seurat.Seurat_17,Seurat.Seurat_16,Seurat.Seurat_15,Seurat.Seurat_14,Seurat.Seurat_13,Seurat.Seurat_12,Seurat.Seurat_11,Seurat.Seurat_10,Seurat.Seurat_9,Seurat.Seurat_8,Seurat.Seurat_7,Seurat.Seurat_6,Seurat.Seurat_5,Seurat.Seurat_4,Seurat.Seurat_3,Seurat.Seurat_2,Seurat.Seurat_1,Seurat.Seurat_0,cells
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0165
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0166
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0167
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0168
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0169
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0170
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0171
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0172
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0173
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0174
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0175
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0176
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0177
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0178
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0179
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0180
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0181
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0182
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0183
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0184
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0185
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0186
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0187
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0188
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0189
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0190
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0191
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0192
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0193
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0194
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0195
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0196
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0197
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0198
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0199
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,5,5,5,5,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0200
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0201
4,4,4,4,4,4,4,4,4,4,4,4,4,16,17,17,18,19,19,20,21,21,21,22,23,24,25,26,26,27,28,28,29,29,30,31,32,33,34,35,36,37,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0202
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0203
4,4,5,5,6,6,6,7,7,7,7,8,8,8,11,11,12,12,12,12,12,12,12,12,13,13,13,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0204
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0205
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human4_lib3.final_cell_0206
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0207
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,15,16,16,17,17,17,17,17,18,18,18,18,19,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,4,4,4,4,4,4,4,4,4,4,11,11,11,11,human4_lib3.final_cell_0208
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0209
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0210
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human4_lib3.final_cell_0211
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0212
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0213
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0214
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,9,10,11,12,13,14,15,16,17,18,19,19,20,21,21,22,23,23,24,24,24,25,8,9,10,11,12,13,14,15,16,16,16,17,17,17,18,18,18,18,human4_lib3.final_cell_0215
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0216
4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,14,14,15,15,16,17,17,18,18,18,18,24,25,25,25,25,26,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0217
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0218
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0219
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0220
5,6,7,7,8,9,9,10,11,11,12,13,14,14,15,15,16,17,17,18,19,19,19,19,20,21,22,23,23,24,25,25,26,26,26,27,28,29,29,30,30,31,9,10,11,11,12,13,14,15,16,17,18,19,20,21,22,22,23,24,25,26,27,27,28,29,30,31,9,10,11,12,13,14,15,16,17,17,17,18,19,19,20,20,20,20,human4_lib3.final_cell_0221
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0222
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0223
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0224
10,11,12,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,3,3,3,3,3,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0225
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,14,15,16,16,17,18,18,19,20,20,21,21,21,22,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0226
4,4,5,5,6,6,6,7,10,10,10,11,12,12,13,13,14,14,14,14,14,14,14,14,15,16,16,17,17,18,19,19,20,20,20,20,20,21,21,21,21,22,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0227
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0228
4,4,5,5,6,6,6,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,5,9,10,10,11,12,13,14,15,16,17,18,19,20,21,21,22,23,23,24,25,25,26,26,27,28,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,human4_lib3.final_cell_0229
4,5,6,6,7,8,8,9,9,9,9,10,10,10,10,10,11,11,11,11,11,11,11,11,12,12,12,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,human4_lib3.final_cell_0230
4,4,4,4,5,5,5,5,5,5,11,12,13,13,14,14,15,16,16,16,17,17,17,17,18,19,19,20,20,21,22,22,23,23,23,23,23,24,24,24,24,25,3,3,3,3,3,3,3,9,9,10,11,12,12,13,14,14,15,15,24,25,26,26,27,28,29,30,4,4,4,4,7,7,7,7,7,7,7,8,8,8,8,8,8,8,human4_lib3.final_cell_0231
10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,human4_lib3.final_cell_0232
4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,12,12,12,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,human4_lib3.final_cell_0233
