cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage1-Initial,garbage2-Initial,sc3-33,Monocle-33,Seurat-33,garbage1-33,garbage2-33,sc3-66,Monocle-66,Seurat-66,garbage1-66,garbage2-66,sc3-90,Monocle-90,Seurat-90,garbage1-90,garbage2-90,sc3-Final,Monocle-Final,Seurat-Final,garbage1-Final,garbage2-Final
human3_lib4.final_cell_0866,19,19,12,17,23,19,19,12,17,23,19,19,12,17,23,5,19,12,17,2,5,19,12,17,2
human3_lib4.final_cell_0867,9,16,12,28,27,9,16,12,28,27,9,16,12,28,27,9,16,12,1,2,9,16,12,1,2
human3_lib4.final_cell_0868,5,12,1,18,7,5,12,1,18,7,5,12,1,18,7,5,12,1,1,2,5,12,1,1,2
human3_lib4.final_cell_0869,9,21,20,10,5,9,21,20,10,5,9,21,20,10,5,9,16,8,10,2,9,16,8,10,2
human3_lib4.final_cell_0870,4,18,1,6,23,4,12,1,6,23,4,12,1,6,23,2,12,1,6,2,2,12,1,6,2
human3_lib4.final_cell_0871,9,21,12,13,12,9,21,12,13,12,9,21,12,13,12,9,16,12,13,12,9,16,12,13,12
human3_lib4.final_cell_0872,20,19,12,9,4,20,19,12,9,4,20,19,12,9,4,20,19,12,1,4,20,19,12,1,4
human3_lib4.final_cell_0873,25,15,9,15,10,25,15,9,15,10,25,15,9,15,10,23,15,9,1,10,23,15,9,1,10
human3_lib4.final_cell_0874,5,19,12,9,3,5,19,12,9,3,5,19,12,9,3,5,19,12,1,2,5,19,12,1,2
human3_lib4.final_cell_0875,19,19,12,11,24,19,19,12,11,24,19,19,12,11,24,5,19,12,11,2,5,19,12,11,2
human3_lib4.final_cell_0876,25,3,15,16,25,25,3,15,16,25,25,3,15,16,25,23,3,8,16,2,23,3,8,16,2
human3_lib4.final_cell_0877,9,16,6,24,22,9,16,6,24,22,9,16,6,24,22,9,16,6,1,2,9,16,6,1,2
human3_lib4.final_cell_0878,9,19,12,24,8,9,19,12,24,8,9,19,12,24,8,9,19,12,1,8,9,19,12,1,8
human3_lib4.final_cell_0879,4,12,1,14,6,4,12,1,14,6,4,12,1,14,6,2,12,1,1,6,2,12,1,1,6
human3_lib4.final_cell_0880,4,12,1,22,19,4,12,1,22,19,4,12,1,22,19,2,12,1,1,19,2,12,1,1,19
human3_lib4.final_cell_0881,4,18,1,8,27,4,12,1,8,27,4,12,1,8,27,2,12,1,1,2,2,12,1,1,2
human3_lib4.final_cell_0882,4,12,1,1,17,4,12,1,1,17,4,12,1,1,17,2,12,1,1,17,2,12,1,1,17
human3_lib4.final_cell_0883,25,10,8,2,9,25,10,8,2,9,25,10,8,2,9,23,3,8,2,2,23,3,8,2,2
human3_lib4.final_cell_0884,6,12,1,7,5,6,12,1,7,5,4,12,1,7,5,2,12,1,7,2,2,12,1,7,2
human3_lib4.final_cell_0885,9,16,12,9,22,9,16,12,9,22,9,16,12,9,22,9,16,12,1,2,9,16,12,1,2
human3_lib4.final_cell_0886,25,5,19,21,9,25,5,19,21,9,25,5,19,21,9,23,3,8,1,2,23,3,8,1,2
human3_lib4.final_cell_0887,25,3,15,24,4,25,3,15,24,4,25,3,15,24,4,23,3,8,1,4,23,3,8,1,4
human3_lib4.final_cell_0888,17,15,9,26,6,17,15,9,26,6,17,15,9,26,6,17,15,9,1,6,17,15,9,1,6
human3_lib4.final_cell_0889,9,16,12,2,25,9,16,12,2,25,9,16,12,2,25,9,16,12,2,2,9,16,12,2,2
human3_lib4.final_cell_0890,5,19,12,8,26,5,19,12,8,26,5,19,12,8,26,5,19,12,1,2,5,19,12,1,2
human3_lib4.final_cell_0891,4,12,1,10,5,4,12,1,10,5,4,12,1,10,5,2,12,1,10,2,2,12,1,10,2
human3_lib4.final_cell_0892,25,10,8,26,21,25,10,8,26,21,25,10,8,26,21,23,3,8,1,21,23,3,8,1,21
human3_lib4.final_cell_0893,27,13,2,3,3,27,13,2,3,3,27,13,2,3,3,27,13,2,3,2,27,13,2,3,2
human3_lib4.final_cell_0894,17,22,9,24,24,17,22,9,24,24,17,22,9,24,24,17,22,9,1,2,17,22,9,1,2
human3_lib4.final_cell_0895,6,12,1,27,14,6,12,1,27,14,4,12,1,27,14,2,12,1,1,14,2,12,1,1,14
human3_lib4.final_cell_0896,9,16,12,14,25,9,16,12,14,25,9,16,12,14,25,9,16,12,1,2,9,16,12,1,2
human3_lib4.final_cell_0897,4,18,12,7,4,4,12,12,7,4,4,12,12,7,4,2,12,12,7,4,2,12,12,7,4
human3_lib4.final_cell_0898,21,20,6,22,18,21,20,6,22,18,21,20,6,22,18,21,20,6,1,18,21,20,6,1,18
human3_lib4.final_cell_0899,5,19,12,3,16,5,19,12,3,16,5,19,12,3,16,5,19,12,3,16,5,19,12,3,16
human4_lib1.final_cell_0001,24,11,14,10,24,24,11,14,10,24,24,11,14,10,24,24,11,14,10,2,24,11,14,10,2
human4_lib1.final_cell_0002,26,4,5,25,26,26,4,5,25,26,26,4,5,25,26,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0003,26,4,5,6,5,26,4,5,6,5,26,4,5,6,5,26,4,5,6,2,26,4,5,6,2
human4_lib1.final_cell_0004,24,11,14,4,2,24,11,14,4,2,24,11,14,4,2,24,11,14,4,2,24,11,14,4,2
human4_lib1.final_cell_0005,17,22,9,22,27,17,22,9,22,27,17,22,9,22,27,17,22,9,1,2,17,22,9,1,2
human4_lib1.final_cell_0006,17,22,9,12,3,17,22,9,12,3,17,22,9,12,3,17,22,9,12,2,17,22,9,12,2
human4_lib1.final_cell_0007,24,11,14,23,1,24,11,14,23,1,24,11,14,23,1,24,11,14,23,1,24,11,14,23,1
human4_lib1.final_cell_0008,1,14,7,10,14,1,14,7,10,14,1,7,4,10,14,1,7,4,10,14,1,7,4,10,14
human4_lib1.final_cell_0009,24,11,14,13,12,24,11,14,13,12,24,11,14,13,12,24,11,14,13,12,24,11,14,13,12
human4_lib1.final_cell_0010,24,11,14,4,4,24,11,14,4,4,24,11,14,4,4,24,11,14,4,4,24,11,14,4,4
human4_lib1.final_cell_0011,1,14,7,13,11,1,14,7,13,11,1,7,4,13,11,1,7,4,13,11,1,7,4,13,11
human4_lib1.final_cell_0012,16,22,11,6,3,16,22,11,6,3,16,22,11,6,3,16,22,11,6,2,16,22,11,6,2
human4_lib1.final_cell_0013,25,22,9,21,1,25,22,9,21,1,25,22,9,21,1,23,22,9,1,1,23,22,9,1,1
human4_lib1.final_cell_0014,24,11,14,28,17,24,11,14,28,17,24,11,14,28,17,24,11,14,1,17,24,11,14,1,17
human4_lib1.final_cell_0015,26,4,5,24,14,26,4,5,24,14,26,4,5,24,14,26,4,5,1,14,26,4,5,1,14
human4_lib1.final_cell_0016,23,9,8,4,17,23,9,8,4,17,23,9,8,4,17,23,3,8,4,17,23,3,8,4,17
human4_lib1.final_cell_0017,15,23,10,22,2,15,23,10,22,2,15,23,10,22,2,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0018,24,11,14,16,2,24,11,14,16,2,24,11,14,16,2,24,11,14,16,2,24,11,14,16,2
human4_lib1.final_cell_0019,17,22,9,27,20,17,22,9,27,20,17,22,9,27,20,17,22,9,1,20,17,22,9,1,20
human4_lib1.final_cell_0020,15,23,10,15,26,15,23,10,15,26,15,23,10,15,26,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0021,15,23,10,27,3,15,23,10,27,3,15,23,10,27,3,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0022,26,4,5,8,28,26,4,5,8,28,26,4,5,8,28,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0023,24,11,14,13,24,24,11,14,13,24,24,11,14,13,24,24,11,14,13,2,24,11,14,13,2
human4_lib1.final_cell_0024,26,4,5,22,2,26,4,5,22,2,26,4,5,22,2,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0025,1,7,7,21,9,1,7,7,21,9,1,7,4,21,9,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0026,15,23,10,27,7,15,23,10,27,7,15,23,10,27,7,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0027,15,23,10,12,19,15,23,10,12,19,15,23,10,12,19,15,23,10,12,19,15,23,10,12,19
human4_lib1.final_cell_0028,26,4,5,3,19,26,4,5,3,19,26,4,5,3,19,26,4,5,3,19,26,4,5,3,19
human4_lib1.final_cell_0029,24,11,14,10,26,24,11,14,10,26,24,11,14,10,26,24,11,14,10,2,24,11,14,10,2
human4_lib1.final_cell_0030,23,9,8,16,19,23,9,8,16,19,23,9,8,16,19,23,3,8,16,19,23,3,8,16,19
human4_lib1.final_cell_0031,24,11,14,19,28,24,11,14,19,28,24,11,14,19,28,24,11,14,19,2,24,11,14,19,2
human4_lib1.final_cell_0032,24,11,14,15,12,24,11,14,15,12,24,11,14,15,12,24,11,14,1,12,24,11,14,1,12
human4_lib1.final_cell_0033,25,22,9,23,7,25,22,9,23,7,25,22,9,23,7,23,22,9,23,2,23,22,9,23,2
human4_lib1.final_cell_0034,15,23,10,23,11,15,23,10,23,11,15,23,10,23,11,15,23,10,23,11,15,23,10,23,11
human4_lib1.final_cell_0035,25,5,19,19,22,25,5,19,19,22,25,5,19,19,22,23,3,8,19,2,23,3,8,19,2
human4_lib1.final_cell_0036,1,14,7,18,26,1,14,7,18,26,1,7,4,18,26,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0037,15,20,10,28,4,15,20,10,28,4,15,20,10,28,4,15,20,10,1,4,15,20,10,1,4
human4_lib1.final_cell_0038,15,2,10,8,4,15,2,10,8,4,15,2,10,8,4,15,2,10,1,4,15,2,10,1,4
human4_lib1.final_cell_0039,1,14,7,14,11,1,14,7,14,11,1,7,4,14,11,1,7,4,1,11,1,7,4,1,11
human4_lib1.final_cell_0040,17,22,9,20,13,17,22,9,20,13,17,22,9,20,13,17,22,9,20,2,17,22,9,20,2
human4_lib1.final_cell_0041,15,2,10,22,22,15,2,10,22,22,15,2,10,22,22,15,2,10,1,2,15,2,10,1,2
human4_lib1.final_cell_0042,15,23,10,27,24,15,23,10,27,24,15,23,10,27,24,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0043,1,7,7,7,8,1,7,7,7,8,1,7,4,7,8,1,7,4,7,8,1,7,4,7,8
human4_lib1.final_cell_0044,17,22,9,24,23,17,22,9,24,23,17,22,9,24,23,17,22,9,1,2,17,22,9,1,2
human4_lib1.final_cell_0045,17,22,9,15,9,17,22,9,15,9,17,22,9,15,9,17,22,9,1,2,17,22,9,1,2
human4_lib1.final_cell_0046,15,20,10,15,13,15,20,10,15,13,15,20,10,15,13,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0047,15,20,10,15,18,15,20,10,15,18,15,20,10,15,18,15,20,10,1,18,15,20,10,1,18
human4_lib1.final_cell_0048,1,14,7,8,25,1,14,7,8,25,1,7,4,8,25,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0049,15,23,10,1,20,15,23,10,1,20,15,23,10,1,20,15,23,10,1,20,15,23,10,1,20
human4_lib1.final_cell_0050,1,14,4,18,22,1,14,4,18,22,1,7,4,18,22,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0051,15,2,10,6,21,15,2,10,6,21,15,2,10,6,21,15,2,10,6,21,15,2,10,6,21
human4_lib1.final_cell_0052,25,22,9,19,26,25,22,9,19,26,25,22,9,19,26,23,22,9,19,2,23,22,9,19,2
human4_lib1.final_cell_0053,15,23,10,25,6,15,23,10,25,6,15,23,10,25,6,15,23,10,1,6,15,23,10,1,6
human4_lib1.final_cell_0054,17,22,9,19,9,17,22,9,19,9,17,22,9,19,9,17,22,9,19,2,17,22,9,19,2
human4_lib1.final_cell_0055,1,14,7,5,18,1,14,7,5,18,1,7,4,5,18,1,7,4,1,18,1,7,4,1,18
human4_lib1.final_cell_0056,15,20,10,28,21,15,20,10,28,21,15,20,10,28,21,15,20,10,1,21,15,20,10,1,21
human4_lib1.final_cell_0057,20,4,20,21,21,20,4,20,21,21,20,4,20,21,21,20,4,8,1,21,20,4,8,1,21
human4_lib1.final_cell_0058,15,23,10,3,10,15,23,10,3,10,15,23,10,3,10,15,23,10,3,10,15,23,10,3,10
human4_lib1.final_cell_0059,15,2,10,28,27,15,2,10,28,27,15,2,10,28,27,15,2,10,1,2,15,2,10,1,2
human4_lib1.final_cell_0060,17,22,9,22,1,17,22,9,22,1,17,22,9,22,1,17,22,9,1,1,17,22,9,1,1
human4_lib1.final_cell_0061,15,20,10,22,19,15,20,10,22,19,15,20,10,22,19,15,20,10,1,19,15,20,10,1,19
human4_lib1.final_cell_0062,24,11,14,10,11,24,11,14,10,11,24,11,14,10,11,24,11,14,10,11,24,11,14,10,11
human4_lib1.final_cell_0063,15,23,10,10,12,15,23,10,10,12,15,23,10,10,12,15,23,10,10,12,15,23,10,10,12
human4_lib1.final_cell_0064,17,22,9,25,18,17,22,9,25,18,17,22,9,25,18,17,22,9,1,18,17,22,9,1,18
human4_lib1.final_cell_0065,24,11,14,23,3,24,11,14,23,3,24,11,14,23,3,24,11,14,23,2,24,11,14,23,2
human4_lib1.final_cell_0066,23,9,8,22,11,23,9,8,22,11,23,9,8,22,11,23,3,8,1,11,23,3,8,1,11
human4_lib1.final_cell_0067,1,14,7,22,14,1,14,7,22,14,1,7,4,22,14,1,7,4,1,14,1,7,4,1,14
human4_lib1.final_cell_0068,1,7,7,13,1,1,7,7,13,1,1,7,4,13,1,1,7,4,13,1,1,7,4,13,1
human4_lib1.final_cell_0069,26,4,5,19,26,26,4,5,19,26,26,4,5,19,26,26,4,5,19,2,26,4,5,19,2
human4_lib1.final_cell_0070,23,9,8,13,5,23,9,8,13,5,23,9,8,13,5,23,3,8,13,2,23,3,8,13,2
human4_lib1.final_cell_0071,23,9,8,26,18,23,9,8,26,18,23,9,8,26,18,23,3,8,1,18,23,3,8,1,18
human4_lib1.final_cell_0072,15,23,10,25,21,15,23,10,25,21,15,23,10,25,21,15,23,10,1,21,15,23,10,1,21
human4_lib1.final_cell_0073,23,9,8,14,26,23,9,8,14,26,23,9,8,14,26,23,3,8,1,2,23,3,8,1,2
human4_lib1.final_cell_0074,1,14,7,22,24,1,14,7,22,24,1,7,4,22,24,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0075,15,23,10,15,14,15,23,10,15,14,15,23,10,15,14,15,23,10,1,14,15,23,10,1,14
human4_lib1.final_cell_0076,17,22,9,22,21,17,22,9,22,21,17,22,9,22,21,17,22,9,1,21,17,22,9,1,21
human4_lib1.final_cell_0077,17,9,8,6,24,17,9,8,6,24,17,9,8,6,24,17,3,8,6,2,17,3,8,6,2
human4_lib1.final_cell_0078,15,23,10,12,13,15,23,10,12,13,15,23,10,12,13,15,23,10,12,2,15,23,10,12,2
human4_lib1.final_cell_0079,24,11,14,22,21,24,11,14,22,21,24,11,14,22,21,24,11,14,1,21,24,11,14,1,21
human4_lib1.final_cell_0080,15,23,10,12,10,15,23,10,12,10,15,23,10,12,10,15,23,10,12,10,15,23,10,12,10
human4_lib1.final_cell_0081,15,20,10,10,21,15,20,10,10,21,15,20,10,10,21,15,20,10,10,21,15,20,10,10,21
human4_lib1.final_cell_0082,23,9,8,12,3,23,9,8,12,3,23,9,8,12,3,23,3,8,12,2,23,3,8,12,2
human4_lib1.final_cell_0083,26,4,5,3,26,26,4,5,3,26,26,4,5,3,26,26,4,5,3,2,26,4,5,3,2
human4_lib1.final_cell_0084,15,23,10,5,3,15,23,10,5,3,15,23,10,5,3,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0085,15,23,10,25,12,15,23,10,25,12,15,23,10,25,12,15,23,10,1,12,15,23,10,1,12
human4_lib1.final_cell_0086,15,20,10,5,13,15,20,10,5,13,15,20,10,5,13,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0087,15,20,10,6,28,15,20,10,6,28,15,20,10,6,28,15,20,10,6,2,15,20,10,6,2
human4_lib1.final_cell_0088,26,4,5,23,3,26,4,5,23,3,26,4,5,23,3,26,4,5,23,2,26,4,5,23,2
human4_lib1.final_cell_0089,15,20,10,22,27,15,20,10,22,27,15,20,10,22,27,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0090,26,4,5,21,1,26,4,5,21,1,26,4,5,21,1,26,4,5,1,1,26,4,5,1,1
human4_lib1.final_cell_0091,1,7,7,14,11,1,7,7,14,11,1,7,4,14,11,1,7,4,1,11,1,7,4,1,11
human4_lib1.final_cell_0092,17,22,9,17,8,17,22,9,17,8,17,22,9,17,8,17,22,9,17,8,17,22,9,17,8
human4_lib1.final_cell_0093,1,24,7,26,9,1,24,7,26,9,1,24,4,26,9,1,24,4,1,2,1,24,4,1,2
human4_lib1.final_cell_0094,1,14,7,15,3,1,14,7,15,3,1,7,4,15,3,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0095,1,14,7,19,10,1,14,7,19,10,1,7,4,19,10,1,7,4,19,10,1,7,4,19,10
human4_lib1.final_cell_0096,25,5,19,11,20,25,5,19,11,20,25,5,19,11,20,23,3,8,11,20,23,3,8,11,20
human4_lib1.final_cell_0097,26,4,5,5,5,26,4,5,5,5,26,4,5,5,5,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0098,17,22,9,16,11,17,22,9,16,11,17,22,9,16,11,17,22,9,16,11,17,22,9,16,11
human4_lib1.final_cell_0099,17,22,9,20,7,17,22,9,20,7,17,22,9,20,7,17,22,9,20,2,17,22,9,20,2
human4_lib1.final_cell_0100,15,23,10,11,19,15,23,10,11,19,15,23,10,11,19,15,23,10,11,19,15,23,10,11,19
human4_lib1.final_cell_0101,17,22,9,4,25,17,22,9,4,25,17,22,9,4,25,17,22,9,4,2,17,22,9,4,2
human4_lib1.final_cell_0102,15,23,10,25,15,15,23,10,25,15,15,23,10,25,15,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0103,15,23,10,5,10,15,23,10,5,10,15,23,10,5,10,15,23,10,1,10,15,23,10,1,10
human4_lib1.final_cell_0104,2,12,7,13,16,2,12,7,13,16,2,12,4,13,16,2,12,4,13,16,2,12,4,13,16
human4_lib1.final_cell_0105,15,2,10,3,6,15,2,10,3,6,15,2,10,3,6,15,2,10,3,6,15,2,10,3,6
human4_lib1.final_cell_0106,26,4,5,26,10,26,4,5,26,10,26,4,5,26,10,26,4,5,1,10,26,4,5,1,10
human4_lib1.final_cell_0107,1,14,7,3,16,1,14,7,3,16,1,7,4,3,16,1,7,4,3,16,1,7,4,3,16
human4_lib1.final_cell_0108,1,7,7,10,17,1,7,7,10,17,1,7,4,10,17,1,7,4,10,17,1,7,4,10,17
human4_lib1.final_cell_0109,26,4,5,24,17,26,4,5,24,17,26,4,5,24,17,26,4,5,1,17,26,4,5,1,17
human4_lib1.final_cell_0110,15,23,10,23,7,15,23,10,23,7,15,23,10,23,7,15,23,10,23,2,15,23,10,23,2
human4_lib1.final_cell_0111,17,22,9,2,23,17,22,9,2,23,17,22,9,2,23,17,22,9,2,2,17,22,9,2,2
human4_lib1.final_cell_0112,21,20,17,2,21,21,20,17,2,21,21,20,17,2,21,21,20,17,2,21,21,20,17,2,21
human4_lib1.final_cell_0113,15,23,10,24,5,15,23,10,24,5,15,23,10,24,5,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0114,26,4,5,1,12,26,4,5,1,12,26,4,5,1,12,26,4,5,1,12,26,4,5,1,12
human4_lib1.final_cell_0115,24,13,9,8,4,24,13,9,8,4,24,13,9,8,4,24,13,9,1,4,24,13,9,1,4
human4_lib1.final_cell_0116,17,22,9,28,10,17,22,9,28,10,17,22,9,28,10,17,22,9,1,10,17,22,9,1,10
human4_lib1.final_cell_0117,1,14,4,17,20,1,14,4,17,20,1,7,4,17,20,1,7,4,17,20,1,7,4,17,20
human4_lib1.final_cell_0118,17,22,9,21,2,17,22,9,21,2,17,22,9,21,2,17,22,9,1,2,17,22,9,1,2
human4_lib1.final_cell_0119,17,22,9,16,22,17,22,9,16,22,17,22,9,16,22,17,22,9,16,2,17,22,9,16,2
human4_lib1.final_cell_0120,15,2,10,20,9,15,2,10,20,9,15,2,10,20,9,15,2,10,20,2,15,2,10,20,2
human4_lib1.final_cell_0121,15,2,10,9,25,15,2,10,9,25,15,2,10,9,25,15,2,10,1,2,15,2,10,1,2
human4_lib1.final_cell_0122,18,24,16,7,3,18,24,16,7,3,18,24,16,7,3,18,24,16,7,2,18,24,16,7,2
human4_lib1.final_cell_0123,1,14,7,8,23,1,14,7,8,23,1,7,4,8,23,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0124,15,23,10,9,3,15,23,10,9,3,15,23,10,9,3,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0125,15,20,10,2,12,15,20,10,2,12,15,20,10,2,12,15,20,10,2,12,15,20,10,2,12
human4_lib1.final_cell_0126,15,20,10,24,26,15,20,10,24,26,15,20,10,24,26,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0127,24,11,14,28,20,24,11,14,28,20,24,11,14,28,20,24,11,14,1,20,24,11,14,1,20
human4_lib1.final_cell_0128,23,9,8,22,4,23,9,8,22,4,23,9,8,22,4,23,3,8,1,4,23,3,8,1,4
human4_lib1.final_cell_0129,26,4,5,21,14,26,4,5,21,14,26,4,5,21,14,26,4,5,1,14,26,4,5,1,14
human4_lib1.final_cell_0130,15,23,10,22,17,15,23,10,22,17,15,23,10,22,17,15,23,10,1,17,15,23,10,1,17
human4_lib1.final_cell_0131,17,22,9,7,9,17,22,9,7,9,17,22,9,7,9,17,22,9,7,2,17,22,9,7,2
human4_lib1.final_cell_0132,15,20,10,12,12,15,20,10,12,12,15,20,10,12,12,15,20,10,12,12,15,20,10,12,12
human4_lib1.final_cell_0133,24,11,14,8,4,24,11,14,8,4,24,11,14,8,4,24,11,14,1,4,24,11,14,1,4
human4_lib1.final_cell_0134,24,11,14,27,10,24,11,14,27,10,24,11,14,27,10,24,11,14,1,10,24,11,14,1,10
human4_lib1.final_cell_0135,15,23,10,24,10,15,23,10,24,10,15,23,10,24,10,15,23,10,1,10,15,23,10,1,10
human4_lib1.final_cell_0136,1,14,7,5,7,1,14,7,5,7,1,7,4,5,7,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0137,17,22,9,23,27,17,22,9,23,27,17,22,9,23,27,17,22,9,23,2,17,22,9,23,2
human4_lib1.final_cell_0138,26,4,5,22,6,26,4,5,22,6,26,4,5,22,6,26,4,5,1,6,26,4,5,1,6
human4_lib1.final_cell_0139,15,23,10,7,6,15,23,10,7,6,15,23,10,7,6,15,23,10,7,6,15,23,10,7,6
human4_lib1.final_cell_0140,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11,26,4,5,19,11
human4_lib1.final_cell_0141,26,4,5,18,3,26,4,5,18,3,26,4,5,18,3,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0142,1,14,7,23,17,1,14,7,23,17,1,7,4,23,17,1,7,4,23,17,1,7,4,23,17
human4_lib1.final_cell_0143,1,7,7,10,22,1,7,7,10,22,1,7,4,10,22,1,7,4,10,2,1,7,4,10,2
human4_lib1.final_cell_0144,17,22,9,13,8,17,22,9,13,8,17,22,9,13,8,17,22,9,13,8,17,22,9,13,8
human4_lib1.final_cell_0145,25,5,19,14,7,25,5,19,14,7,25,5,19,14,7,23,3,8,1,2,23,3,8,1,2
human4_lib1.final_cell_0146,1,14,7,14,27,1,14,7,14,27,1,7,4,14,27,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0147,24,11,14,23,2,24,11,14,23,2,24,11,14,23,2,24,11,14,23,2,24,11,14,23,2
human4_lib1.final_cell_0148,17,22,9,17,5,17,22,9,17,5,17,22,9,17,5,17,22,9,17,2,17,22,9,17,2
human4_lib1.final_cell_0149,17,22,9,27,24,17,22,9,27,24,17,22,9,27,24,17,22,9,1,2,17,22,9,1,2
human4_lib1.final_cell_0150,15,20,10,5,23,15,20,10,5,23,15,20,10,5,23,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0151,15,20,10,1,5,15,20,10,1,5,15,20,10,1,5,15,20,10,1,2,15,20,10,1,2
human4_lib1.final_cell_0152,1,14,7,9,14,1,14,7,9,14,1,7,4,9,14,1,7,4,1,14,1,7,4,1,14
human4_lib1.final_cell_0153,15,23,10,11,15,15,23,10,11,15,15,23,10,11,15,15,23,10,11,2,15,23,10,11,2
human4_lib1.final_cell_0154,1,12,7,25,9,1,12,7,25,9,1,12,4,25,9,1,12,4,1,2,1,12,4,1,2
human4_lib1.final_cell_0155,15,23,10,21,27,15,23,10,21,27,15,23,10,21,27,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0156,15,23,10,3,22,15,23,10,3,22,15,23,10,3,22,15,23,10,3,2,15,23,10,3,2
human4_lib1.final_cell_0157,17,22,9,23,27,17,22,9,23,27,17,22,9,23,27,17,22,9,23,2,17,22,9,23,2
human4_lib1.final_cell_0158,17,15,9,24,12,17,15,9,24,12,17,15,9,24,12,17,15,9,1,12,17,15,9,1,12
human4_lib1.final_cell_0159,15,2,10,16,17,15,2,10,16,17,15,2,10,16,17,15,2,10,16,17,15,2,10,16,17
human4_lib1.final_cell_0160,15,20,10,10,1,15,20,10,10,1,15,20,10,10,1,15,20,10,10,1,15,20,10,10,1
human4_lib1.final_cell_0161,1,7,7,18,17,1,7,7,18,17,1,7,4,18,17,1,7,4,1,17,1,7,4,1,17
human4_lib1.final_cell_0162,1,14,7,21,15,1,14,7,21,15,1,7,4,21,15,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0163,15,23,10,17,28,15,23,10,17,28,15,23,10,17,28,15,23,10,17,2,15,23,10,17,2
human4_lib1.final_cell_0164,15,20,10,24,8,15,20,10,24,8,15,20,10,24,8,15,20,10,1,8,15,20,10,1,8
human4_lib1.final_cell_0165,1,7,7,1,28,1,7,7,1,28,1,7,4,1,28,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0166,15,23,10,10,14,15,23,10,10,14,15,23,10,10,14,15,23,10,10,14,15,23,10,10,14
human4_lib1.final_cell_0167,15,23,10,26,18,15,23,10,26,18,15,23,10,26,18,15,23,10,1,18,15,23,10,1,18
human4_lib1.final_cell_0168,1,14,7,5,19,1,14,7,5,19,1,7,4,5,19,1,7,4,1,19,1,7,4,1,19
human4_lib1.final_cell_0169,26,4,5,8,28,26,4,5,8,28,26,4,5,8,28,26,4,5,1,2,26,4,5,1,2
human4_lib1.final_cell_0170,15,20,13,23,27,15,20,13,23,27,15,20,13,23,27,15,20,13,23,2,15,20,13,23,2
human4_lib1.final_cell_0171,1,14,7,24,25,1,14,7,24,25,1,7,4,24,25,1,7,4,1,2,1,7,4,1,2
human4_lib1.final_cell_0172,15,23,10,8,24,15,23,10,8,24,15,23,10,8,24,15,23,10,1,2,15,23,10,1,2
human4_lib1.final_cell_0173,15,23,10,20,5,15,23,10,20,5,15,23,10,20,5,15,23,10,20,2,15,23,10,20,2
human4_lib1.final_cell_0174,15,20,10,24,1,15,20,10,24,1,15,20,10,24,1,15,20,10,1,1,15,20,10,1,1
human4_lib1.final_cell_0175,15,20,10,19,22,15,20,10,19,22,15,20,10,19,22,15,20,10,19,2,15,20,10,19,2
human4_lib1.final_cell_0176,26,4,5,7,26,26,4,5,7,26,26,4,5,7,26,26,4,5,7,2,26,4,5,7,2
human4_lib1.final_cell_0177,15,2,10,1,23,15,2,10,1,23,15,2,10,1,23,15,2,10,1,2,15,2,10,1,2
human4_lib1.final_cell_0178,17,22,9,10,18,17,22,9,10,18,17,22,9,10,18,17,22,9,10,18,17,22,9,10,18
