cells,sc3-Initial,Monocle-Initial,Seurat-Initial,garbage-Initial,sc3-33,Monocle-33,Seurat-33,garbage-33,sc3-66,Monocle-66,Seurat-66,garbage-66,sc3-90,Monocle-90,Seurat-90,garbage-90,sc3-Final,Monocle-Final,Seurat-Final,garbage-Final
human4_lib1.final_cell_0310,1,6,7,1,1,6,7,1,1,6,4,1,1,6,4,1,1,6,4,1
human4_lib1.final_cell_0311,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12
human4_lib1.final_cell_0312,26,4,5,2,26,4,5,2,26,4,5,2,26,4,5,2,26,4,5,2
human4_lib1.final_cell_0313,15,23,10,28,15,23,10,28,15,23,10,28,15,23,10,28,15,23,10,28
human4_lib1.final_cell_0314,1,14,4,19,1,14,4,19,1,7,4,19,1,7,4,19,1,7,4,19
human4_lib1.final_cell_0315,1,14,7,12,1,14,7,12,1,7,4,12,1,7,4,12,1,7,4,12
human4_lib1.final_cell_0316,15,20,10,6,15,20,10,6,15,20,10,6,15,20,10,6,15,20,10,6
human4_lib1.final_cell_0317,26,4,5,22,26,4,5,22,26,4,5,22,26,4,5,22,26,4,5,1
human4_lib1.final_cell_0318,26,4,20,27,26,4,20,27,26,4,20,27,26,4,20,27,26,4,15,1
human4_lib1.final_cell_0319,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9,26,4,5,9
human4_lib1.final_cell_0320,1,7,7,3,1,7,7,3,1,7,4,3,1,7,4,3,1,7,4,1
human4_lib1.final_cell_0321,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10
human4_lib1.final_cell_0322,15,23,10,12,15,23,10,12,15,23,10,12,15,23,10,12,15,23,10,12
human4_lib1.final_cell_0323,23,9,8,25,23,9,8,25,23,9,8,25,23,9,8,25,23,9,8,1
human4_lib1.final_cell_0324,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2
human4_lib1.final_cell_0325,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7
human4_lib1.final_cell_0326,18,24,7,7,18,24,7,7,18,24,4,7,18,24,4,7,18,24,4,7
human4_lib1.final_cell_0327,1,7,7,22,1,7,7,22,1,7,4,22,1,7,4,22,1,7,4,1
human4_lib1.final_cell_0328,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21,18,24,16,21
human4_lib1.final_cell_0329,18,24,16,13,18,24,16,13,18,24,16,13,18,24,16,13,18,24,16,1
human4_lib1.final_cell_0330,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10
human4_lib1.final_cell_0331,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12,18,24,16,12
human4_lib1.final_cell_0332,1,7,7,5,1,7,7,5,1,7,4,5,1,7,4,5,1,7,4,1
human4_lib1.final_cell_0333,1,7,7,17,1,7,7,17,1,7,4,17,1,7,4,17,1,7,4,1
human4_lib1.final_cell_0334,15,20,10,19,15,20,10,19,15,20,10,19,15,20,10,19,15,20,10,19
human4_lib1.final_cell_0335,1,14,7,2,1,14,7,2,1,7,4,2,1,7,4,2,1,7,4,2
human4_lib1.final_cell_0336,17,22,9,21,17,22,9,21,17,22,9,21,17,22,9,21,17,22,9,21
human4_lib1.final_cell_0337,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26,26,4,5,26
human4_lib1.final_cell_0338,1,7,7,21,1,7,7,21,1,7,4,21,1,7,4,21,1,7,4,21
human4_lib1.final_cell_0339,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11
human4_lib1.final_cell_0340,15,20,10,8,15,20,10,8,15,20,10,8,15,20,10,8,15,20,10,1
human4_lib1.final_cell_0341,1,7,7,6,1,7,7,6,1,7,4,6,1,7,4,6,1,7,4,6
human4_lib1.final_cell_0342,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,1
human4_lib1.final_cell_0343,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1
human4_lib1.final_cell_0344,1,7,7,6,1,7,7,6,1,7,4,6,1,7,4,6,1,7,4,6
human4_lib1.final_cell_0345,1,18,7,13,1,12,7,13,1,12,4,13,1,12,4,13,1,12,4,1
human4_lib1.final_cell_0346,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10
human4_lib1.final_cell_0347,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16,26,4,5,16
human4_lib1.final_cell_0348,15,23,10,4,15,23,10,4,15,23,10,4,15,23,10,4,15,23,10,4
human4_lib1.final_cell_0349,25,5,19,22,25,5,19,22,25,5,19,22,25,5,19,22,25,3,15,1
human4_lib1.final_cell_0350,1,7,7,9,1,7,7,9,1,7,4,9,1,7,4,9,1,7,4,9
human4_lib1.final_cell_0351,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2
human4_lib1.final_cell_0352,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28
human4_lib1.final_cell_0353,1,14,7,1,1,14,7,1,1,7,4,1,1,7,4,1,1,7,4,1
human4_lib1.final_cell_0354,23,9,8,8,23,9,8,8,23,9,8,8,23,9,8,8,23,9,8,1
human4_lib1.final_cell_0355,17,15,9,9,17,15,9,9,17,15,9,9,17,15,9,9,17,15,9,9
human4_lib1.final_cell_0356,15,2,10,20,15,2,10,20,15,2,10,20,15,2,10,20,15,2,10,20
human4_lib1.final_cell_0357,1,14,7,18,1,14,7,18,1,7,4,18,1,7,4,18,1,7,4,1
human4_lib1.final_cell_0358,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,1
human4_lib1.final_cell_0359,15,23,10,21,15,23,10,21,15,23,10,21,15,23,10,21,15,23,10,21
human4_lib1.final_cell_0360,25,22,11,25,25,22,11,25,25,22,11,25,25,22,11,25,25,22,11,1
human4_lib1.final_cell_0361,25,9,15,21,25,9,15,21,25,9,15,21,25,9,15,21,25,9,15,21
human4_lib1.final_cell_0362,17,22,9,24,17,22,9,24,17,22,9,24,17,22,9,24,17,22,9,1
human4_lib1.final_cell_0363,1,14,7,24,1,14,7,24,1,7,4,24,1,7,4,24,1,7,4,1
human4_lib1.final_cell_0364,17,22,9,21,17,22,9,21,17,22,9,21,17,22,9,21,17,22,9,21
human4_lib1.final_cell_0365,18,24,16,9,18,24,16,9,18,24,16,9,18,24,16,9,18,24,16,9
human4_lib1.final_cell_0366,15,23,10,12,15,23,10,12,15,23,10,12,15,23,10,12,15,23,10,12
human4_lib1.final_cell_0367,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1
human4_lib1.final_cell_0368,15,23,10,20,15,23,10,20,15,23,10,20,15,23,10,20,15,23,10,20
human4_lib1.final_cell_0369,1,7,7,7,1,7,7,7,1,7,4,7,1,7,4,7,1,7,4,7
human4_lib1.final_cell_0370,1,14,7,11,1,14,7,11,1,7,4,11,1,7,4,11,1,7,4,11
human4_lib1.final_cell_0371,25,9,8,25,25,9,8,25,25,9,8,25,25,9,8,25,25,9,8,1
human4_lib1.final_cell_0372,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2
human4_lib1.final_cell_0373,1,7,7,11,1,7,7,11,1,7,4,11,1,7,4,11,1,7,4,11
human4_lib1.final_cell_0374,15,21,10,4,15,21,10,4,15,21,10,4,15,21,10,4,15,16,10,4
human4_lib1.final_cell_0375,15,23,10,11,15,23,10,11,15,23,10,11,15,23,10,11,15,23,10,11
human4_lib1.final_cell_0376,1,14,7,18,1,14,7,18,1,7,4,18,1,7,4,18,1,7,4,1
human4_lib1.final_cell_0377,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11,26,4,5,11
human4_lib1.final_cell_0378,15,20,10,26,15,20,10,26,15,20,10,26,15,20,10,26,15,20,10,26
human4_lib1.final_cell_0379,16,22,9,9,16,22,9,9,16,22,9,9,16,22,9,9,16,22,9,9
human4_lib1.final_cell_0380,15,20,10,6,15,20,10,6,15,20,10,6,15,20,10,6,15,20,10,6
human4_lib1.final_cell_0381,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28
human4_lib1.final_cell_0382,15,20,10,12,15,20,10,12,15,20,10,12,15,20,10,12,15,20,10,12
human4_lib1.final_cell_0383,15,2,13,8,15,2,13,8,15,2,13,8,15,2,13,8,15,2,13,1
human4_lib1.final_cell_0384,1,7,7,15,1,7,7,15,1,7,4,15,1,7,4,15,1,7,4,15
human4_lib1.final_cell_0385,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11
human4_lib1.final_cell_0386,1,14,7,13,1,14,7,13,1,7,4,13,1,7,4,13,1,7,4,1
human4_lib1.final_cell_0387,26,4,5,8,26,4,5,8,26,4,5,8,26,4,5,8,26,4,5,1
human4_lib1.final_cell_0388,18,24,16,23,18,24,16,23,18,24,16,23,18,24,16,23,18,24,16,23
human4_lib1.final_cell_0389,15,21,10,15,15,21,10,15,15,21,10,15,15,21,10,15,15,16,10,15
human4_lib1.final_cell_0390,15,23,10,8,15,23,10,8,15,23,10,8,15,23,10,8,15,23,10,1
human4_lib1.final_cell_0391,1,7,7,1,1,7,7,1,1,7,4,1,1,7,4,1,1,7,4,1
human4_lib1.final_cell_0392,1,14,7,18,1,14,7,18,1,7,4,18,1,7,4,18,1,7,4,1
human4_lib1.final_cell_0393,26,4,5,27,26,4,5,27,26,4,5,27,26,4,5,27,26,4,5,1
human4_lib1.final_cell_0394,1,18,7,6,1,12,7,6,1,12,4,6,1,12,4,6,1,12,4,6
human4_lib1.final_cell_0395,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26
human4_lib1.final_cell_0396,15,23,10,5,15,23,10,5,15,23,10,5,15,23,10,5,15,23,10,1
human4_lib1.final_cell_0397,15,20,10,12,15,20,10,12,15,20,10,12,15,20,10,12,15,20,10,12
human4_lib1.final_cell_0398,15,2,10,25,15,2,10,25,15,2,10,25,15,2,10,25,15,2,10,1
human4_lib1.final_cell_0399,17,22,9,8,17,22,9,8,17,22,9,8,17,22,9,8,17,22,9,1
human4_lib1.final_cell_0400,23,9,8,16,23,9,8,16,23,9,8,16,23,9,8,16,23,9,8,16
human4_lib1.final_cell_0401,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11
human4_lib1.final_cell_0402,24,11,14,20,24,11,14,20,24,11,14,20,24,11,14,20,24,11,14,20
human4_lib1.final_cell_0403,15,23,10,16,15,23,10,16,15,23,10,16,15,23,10,16,15,23,10,16
human4_lib1.final_cell_0404,15,23,10,20,15,23,10,20,15,23,10,20,15,23,10,20,15,23,10,20
human4_lib1.final_cell_0405,15,2,10,8,15,2,10,8,15,2,10,8,15,2,10,8,15,2,10,1
human4_lib1.final_cell_0406,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,14,26,4,5,1
human4_lib1.final_cell_0407,15,23,3,16,15,23,3,16,15,23,3,16,15,23,3,16,15,23,3,16
human4_lib1.final_cell_0408,1,14,7,12,1,14,7,12,1,7,4,12,1,7,4,12,1,7,4,12
human4_lib1.final_cell_0409,15,6,10,25,15,6,10,25,15,6,10,25,15,6,10,25,15,6,10,1
human4_lib1.final_cell_0410,15,21,10,23,15,21,10,23,15,21,10,23,15,21,10,23,15,16,10,23
human4_lib1.final_cell_0411,15,20,10,23,15,20,10,23,15,20,10,23,15,20,10,23,15,20,10,23
human4_lib1.final_cell_0412,15,20,10,20,15,20,10,20,15,20,10,20,15,20,10,20,15,20,10,20
human4_lib1.final_cell_0413,17,22,9,14,17,22,9,14,17,22,9,14,17,22,9,14,17,22,9,1
human4_lib1.final_cell_0414,15,20,10,19,15,20,10,19,15,20,10,19,15,20,10,19,15,20,10,19
human4_lib1.final_cell_0415,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28
human4_lib1.final_cell_0416,1,14,7,26,1,14,7,26,1,7,4,26,1,7,4,26,1,7,4,26
human4_lib1.final_cell_0417,15,20,10,26,15,20,10,26,15,20,10,26,15,20,10,26,15,20,10,26
human4_lib1.final_cell_0418,15,23,10,8,15,23,10,8,15,23,10,8,15,23,10,8,15,23,10,1
human4_lib1.final_cell_0419,26,4,5,19,26,4,5,19,26,4,5,19,26,4,5,19,26,4,5,19
human4_lib1.final_cell_0420,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1,17,22,9,1
human4_lib1.final_cell_0421,1,7,4,17,1,7,4,17,1,7,4,17,1,7,4,17,1,7,4,1
human4_lib1.final_cell_0422,17,22,9,11,17,22,9,11,17,22,9,11,17,22,9,11,17,22,9,11
human4_lib1.final_cell_0423,15,21,10,20,15,21,10,20,15,21,10,20,15,21,10,20,15,16,10,20
human4_lib1.final_cell_0424,1,14,7,8,1,14,7,8,1,7,4,8,1,7,4,8,1,7,4,1
human4_lib1.final_cell_0425,25,3,15,11,25,3,15,11,25,3,15,11,25,3,15,11,25,3,15,11
human4_lib1.final_cell_0426,15,20,10,13,15,20,10,13,15,20,10,13,15,20,10,13,15,20,10,1
human4_lib1.final_cell_0427,12,23,3,1,12,23,3,1,12,23,3,1,12,23,3,1,12,23,3,1
human4_lib1.final_cell_0428,1,14,7,22,1,14,7,22,1,7,4,22,1,7,4,22,1,7,4,1
human4_lib1.final_cell_0429,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,1
human4_lib1.final_cell_0430,15,2,10,21,15,2,10,21,15,2,10,21,15,2,10,21,15,2,10,21
human4_lib1.final_cell_0431,15,20,10,24,15,20,10,24,15,20,10,24,15,20,10,24,15,20,10,1
human4_lib1.final_cell_0432,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,1
human4_lib1.final_cell_0433,13,23,10,23,13,23,10,23,13,23,10,23,13,23,10,23,13,23,10,23
human4_lib1.final_cell_0434,15,20,10,22,15,20,10,22,15,20,10,22,15,20,10,22,15,20,10,1
human4_lib1.final_cell_0435,4,12,1,9,4,12,1,9,4,12,1,9,4,12,1,9,2,12,1,9
human4_lib1.final_cell_0436,13,23,10,4,13,23,10,4,13,23,10,4,13,23,10,4,13,23,10,4
human4_lib1.final_cell_0437,18,24,16,4,18,24,16,4,18,24,16,4,18,24,16,4,18,24,16,4
human4_lib1.final_cell_0438,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10,17,22,9,10
human4_lib1.final_cell_0439,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15,17,22,9,15
human4_lib1.final_cell_0440,23,9,8,11,23,9,8,11,23,9,8,11,23,9,8,11,23,9,8,11
human4_lib1.final_cell_0441,1,7,7,14,1,7,7,14,1,7,4,14,1,7,4,14,1,7,4,1
human4_lib1.final_cell_0442,1,18,7,5,1,12,7,5,1,12,4,5,1,12,4,5,1,12,4,1
human4_lib1.final_cell_0443,1,7,7,9,1,7,7,9,1,7,4,9,1,7,4,9,1,7,4,9
human4_lib1.final_cell_0444,15,20,10,3,15,20,10,3,15,20,10,3,15,20,10,3,15,20,10,1
human4_lib1.final_cell_0445,21,20,13,16,21,20,13,16,21,20,13,16,21,20,13,16,21,20,13,16
human4_lib1.final_cell_0446,17,15,9,12,17,15,9,12,17,15,9,12,17,15,9,12,17,15,9,12
human4_lib1.final_cell_0447,25,9,8,3,25,9,8,3,25,9,8,3,25,9,8,3,25,9,8,1
human4_lib1.final_cell_0448,1,14,7,21,1,14,7,21,1,7,4,21,1,7,4,21,1,7,4,21
human4_lib1.final_cell_0449,18,24,16,25,18,24,16,25,18,24,16,25,18,24,16,25,18,24,16,1
human4_lib1.final_cell_0450,25,10,8,9,25,10,8,9,25,10,8,9,25,9,8,9,25,9,8,9
human4_lib1.final_cell_0451,15,20,10,23,15,20,10,23,15,20,10,23,15,20,10,23,15,20,10,23
human4_lib1.final_cell_0452,25,22,11,3,25,22,11,3,25,22,11,3,25,22,11,3,25,22,11,1
human4_lib1.final_cell_0453,26,4,5,20,26,4,5,20,26,4,5,20,26,4,5,20,26,4,5,20
human4_lib1.final_cell_0454,15,24,10,23,15,24,10,23,15,24,10,23,15,24,10,23,15,24,10,23
human4_lib1.final_cell_0455,24,11,14,5,24,11,14,5,24,11,14,5,24,11,14,5,24,11,14,1
human4_lib1.final_cell_0456,15,19,3,27,15,19,3,27,15,19,3,27,15,19,3,27,15,19,3,1
human4_lib1.final_cell_0457,1,14,7,3,1,14,7,3,1,7,4,3,1,7,4,3,1,7,4,1
human4_lib1.final_cell_0458,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11
human4_lib1.final_cell_0459,15,2,10,26,15,2,10,26,15,2,10,26,15,2,10,26,15,2,10,26
human4_lib1.final_cell_0460,1,7,7,28,1,7,7,28,1,7,4,28,1,7,4,28,1,7,4,28
human4_lib1.final_cell_0461,15,20,10,10,15,20,10,10,15,20,10,10,15,20,10,10,15,20,10,10
human4_lib1.final_cell_0462,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,1
human4_lib1.final_cell_0463,15,23,3,28,15,23,3,28,15,23,3,28,15,23,3,28,15,23,3,28
human4_lib1.final_cell_0464,18,21,10,26,18,21,10,26,18,21,10,26,18,21,10,26,18,16,10,26
human4_lib1.final_cell_0465,15,23,10,17,15,23,10,17,15,23,10,17,15,23,10,17,15,23,10,1
human4_lib1.final_cell_0466,25,22,11,15,25,22,11,15,25,22,11,15,25,22,11,15,25,22,11,15
human4_lib1.final_cell_0467,15,21,10,13,15,21,10,13,15,21,10,13,15,21,10,13,15,16,10,1
human4_lib1.final_cell_0468,17,22,9,23,17,22,9,23,17,22,9,23,17,22,9,23,17,22,9,23
human4_lib1.final_cell_0469,24,11,14,3,24,11,14,3,24,11,14,3,24,11,14,3,24,11,14,1
human4_lib1.final_cell_0470,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10,18,24,16,10
human4_lib1.final_cell_0471,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21
human4_lib1.final_cell_0472,1,7,7,25,1,7,7,25,1,7,4,25,1,7,4,25,1,7,4,1
human4_lib1.final_cell_0473,2,14,1,23,2,14,1,23,2,7,1,23,2,7,1,23,2,7,1,23
human4_lib1.final_cell_0474,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,1
human4_lib1.final_cell_0475,15,20,10,10,15,20,10,10,15,20,10,10,15,20,10,10,15,20,10,10
human4_lib1.final_cell_0476,15,20,10,1,15,20,10,1,15,20,10,1,15,20,10,1,15,20,10,1
human4_lib1.final_cell_0477,1,14,7,12,1,14,7,12,1,7,4,12,1,7,4,12,1,7,4,12
human4_lib1.final_cell_0478,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,1
human4_lib1.final_cell_0479,1,14,7,9,1,14,7,9,1,7,4,9,1,7,4,9,1,7,4,9
human4_lib1.final_cell_0480,6,12,1,7,6,12,1,7,6,12,1,7,4,12,1,7,2,12,1,7
human4_lib1.final_cell_0481,1,14,7,19,1,14,7,19,1,7,4,19,1,7,4,19,1,7,4,19
human4_lib1.final_cell_0482,15,2,10,25,15,2,10,25,15,2,10,25,15,2,10,25,15,2,10,1
human4_lib1.final_cell_0483,1,7,7,17,1,7,7,17,1,7,4,17,1,7,4,17,1,7,4,1
human4_lib1.final_cell_0484,18,24,16,6,18,24,16,6,18,24,16,6,18,24,16,6,18,24,16,6
human4_lib1.final_cell_0485,25,3,15,5,25,3,15,5,25,3,15,5,25,3,15,5,25,3,15,1
human4_lib1.final_cell_0486,15,20,10,21,15,20,10,21,15,20,10,21,15,20,10,21,15,20,10,21
human4_lib1.final_cell_0487,3,14,1,23,3,14,1,23,3,7,1,23,1,7,1,23,1,7,1,23
human4_lib1.final_cell_0488,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26,18,24,16,26
human4_lib1.final_cell_0489,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11,15,20,10,11
human4_lib1.final_cell_0490,15,23,10,1,15,23,10,1,15,23,10,1,15,23,10,1,15,23,10,1
human4_lib1.final_cell_0491,15,24,10,1,15,24,10,1,15,24,10,1,15,24,10,1,15,24,10,1
human4_lib1.final_cell_0492,17,22,9,17,17,22,9,17,17,22,9,17,17,22,9,17,17,22,9,1
human4_lib1.final_cell_0493,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1,23,9,8,1
human4_lib1.final_cell_0494,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23,26,4,5,23
human4_lib1.final_cell_0495,23,9,8,3,23,9,8,3,23,9,8,3,23,9,8,3,23,9,8,1
human4_lib1.final_cell_0496,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2
human4_lib1.final_cell_0497,15,23,10,4,15,23,10,4,15,23,10,4,15,23,10,4,15,23,10,4
human4_lib1.final_cell_0498,1,7,7,7,1,7,7,7,1,7,4,7,1,7,4,7,1,7,4,7
human4_lib1.final_cell_0499,15,21,10,27,15,21,10,27,15,21,10,27,15,21,10,27,15,16,10,1
human4_lib1.final_cell_0500,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7
human4_lib1.final_cell_0501,15,20,10,8,15,20,10,8,15,20,10,8,15,20,10,8,15,20,10,1
human4_lib1.final_cell_0502,18,18,10,6,18,12,10,6,18,12,10,6,18,12,10,6,18,12,10,6
human4_lib1.final_cell_0503,15,21,10,25,15,21,10,25,15,21,10,25,15,21,10,25,15,16,10,1
human4_lib1.final_cell_0504,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,1
human4_lib1.final_cell_0505,18,24,16,6,18,24,16,6,18,24,16,6,18,24,16,6,18,24,16,6
human4_lib1.final_cell_0506,25,9,8,14,25,9,8,14,25,9,8,14,25,9,8,14,25,9,8,1
human4_lib1.final_cell_0507,16,22,9,28,16,22,9,28,16,22,9,28,16,22,9,28,16,22,9,28
human4_lib1.final_cell_0508,1,14,7,18,1,14,7,18,1,7,4,18,1,7,4,18,1,7,4,1
human4_lib1.final_cell_0509,15,24,10,7,15,24,10,7,15,24,10,7,15,24,10,7,15,24,10,7
human4_lib1.final_cell_0510,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,1
human4_lib1.final_cell_0511,1,14,7,2,1,14,7,2,1,7,4,2,1,7,4,2,1,7,4,2
human4_lib1.final_cell_0512,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10,15,23,10,10
human4_lib1.final_cell_0513,18,4,10,10,18,4,10,10,18,4,10,10,18,4,10,10,18,4,10,10
human4_lib1.final_cell_0514,15,20,10,3,15,20,10,3,15,20,10,3,15,20,10,3,15,20,10,1
human4_lib1.final_cell_0515,15,23,10,22,15,23,10,22,15,23,10,22,15,23,10,22,15,23,10,1
human4_lib1.final_cell_0516,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,1
human4_lib1.final_cell_0517,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11,18,24,16,11
human4_lib1.final_cell_0518,1,14,7,24,1,14,7,24,1,7,4,24,1,7,4,24,1,7,4,1
human4_lib1.final_cell_0519,1,7,7,12,1,7,7,12,1,7,4,12,1,7,4,12,1,7,4,12
human4_lib1.final_cell_0520,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2,17,22,9,2
human4_lib1.final_cell_0521,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7,15,20,10,7
human4_lib1.final_cell_0522,15,20,6,6,15,20,6,6,15,20,6,6,15,20,6,6,15,20,6,6
human4_lib1.final_cell_0523,15,23,10,21,15,23,10,21,15,23,10,21,15,23,10,21,15,23,10,21
human4_lib1.final_cell_0524,15,23,10,6,15,23,10,6,15,23,10,6,15,23,10,6,15,23,10,6
human4_lib1.final_cell_0525,15,21,6,8,15,21,6,8,15,21,6,8,15,21,6,8,15,16,6,1
human4_lib1.final_cell_0526,17,22,9,20,17,22,9,20,17,22,9,20,17,22,9,20,17,22,9,20
human4_lib1.final_cell_0527,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,5,15,20,10,1
human4_lib1.final_cell_0528,17,22,9,9,17,22,9,9,17,22,9,9,17,22,9,9,17,22,9,9
human4_lib1.final_cell_0529,15,23,10,5,15,23,10,5,15,23,10,5,15,23,10,5,15,23,10,1
human4_lib1.final_cell_0530,25,4,5,6,25,4,5,6,25,4,5,6,25,4,5,6,25,4,5,6
human4_lib1.final_cell_0531,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,1
human4_lib1.final_cell_0532,15,21,10,4,15,21,10,4,15,21,10,4,15,21,10,4,15,16,10,4
human4_lib1.final_cell_0533,26,4,6,3,26,4,6,3,26,4,6,3,26,4,6,3,26,4,6,1
human4_lib1.final_cell_0534,17,22,9,17,17,22,9,17,17,22,9,17,17,22,9,17,17,22,9,1
human4_lib1.final_cell_0535,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28,15,20,10,28
human4_lib1.final_cell_0536,1,20,7,24,1,20,7,24,1,20,4,24,1,20,4,24,1,20,4,1
human4_lib1.final_cell_0537,15,20,10,2,15,20,10,2,15,20,10,2,15,20,10,2,15,20,10,2
human4_lib1.final_cell_0538,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,14,15,20,10,1
human4_lib1.final_cell_0539,15,20,10,24,15,20,10,24,15,20,10,24,15,20,10,24,15,20,10,1
human4_lib1.final_cell_0540,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,13,17,22,9,1
human4_lib1.final_cell_0541,1,7,7,13,1,7,7,13,1,7,4,13,1,7,4,13,1,7,4,1
human4_lib1.final_cell_0542,15,7,10,28,15,7,10,28,15,7,10,28,15,7,10,28,15,7,10,28
human4_lib1.final_cell_0543,15,20,10,1,15,20,10,1,15,20,10,1,15,20,10,1,15,20,10,1
human4_lib1.final_cell_0544,25,22,11,14,25,22,11,14,25,22,11,14,25,22,11,14,25,22,11,1
human4_lib1.final_cell_0545,1,14,7,10,1,14,7,10,1,7,4,10,1,7,4,10,1,7,4,10
human4_lib1.final_cell_0546,14,20,6,21,14,20,6,21,14,20,6,21,14,20,6,21,14,20,6,21
human4_lib1.final_cell_0547,1,7,7,11,1,7,7,11,1,7,4,11,1,7,4,11,1,7,4,11
human4_lib1.final_cell_0548,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21,23,9,8,21
human4_lib1.final_cell_0549,23,9,8,10,23,9,8,10,23,9,8,10,23,9,8,10,23,9,8,10
human4_lib1.final_cell_0550,26,4,5,28,26,4,5,28,26,4,5,28,26,4,5,28,26,4,5,28
human4_lib1.final_cell_0551,15,19,10,9,15,19,10,9,15,19,10,9,15,19,10,9,15,19,10,9
human4_lib1.final_cell_0552,14,21,10,16,14,21,10,16,14,21,10,16,14,21,10,16,14,16,10,16
human4_lib1.final_cell_0553,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,14,15,23,10,1
human4_lib1.final_cell_0554,22,22,9,4,22,22,9,4,22,22,9,4,22,22,9,4,22,22,9,4
human4_lib1.final_cell_0555,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,18,15,20,10,1
human4_lib1.final_cell_0556,22,8,9,4,22,8,9,4,22,8,9,4,22,8,9,4,22,8,9,4
human4_lib1.final_cell_0557,13,23,6,12,13,23,6,12,13,23,6,12,13,23,6,12,13,23,6,12
human4_lib1.final_cell_0558,3,19,12,17,3,19,12,17,3,19,12,17,1,19,12,17,1,19,12,1
human4_lib1.final_cell_0559,17,22,9,26,17,22,9,26,17,22,9,26,17,22,9,26,17,22,9,26
human4_lib1.final_cell_0560,1,14,7,3,1,14,7,3,1,7,4,3,1,7,4,3,1,7,4,1
